Codigo do Reembolso,Nome do Parlamentar,Ano do Gasto,Tipo da Cota,Fornecedor,Valor
"<a href=""/layers/#/documentId/6603477/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Telefonia,TELEFONICA BRASIL S.A. - VIVO,"R$ 547,89","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6602914/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Locação ou fretamento de veículos automotores,QUASAR LOCADORA DE VEICULOS LTDA - EPP,"R$ 3800,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6615250/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Combustíveis e lubrificantes,AUTO POSTO SENNA LTDA,"R$ 235,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6598079/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Combustíveis e lubrificantes,POSTO DE COMBUSTIVEIS 214 SUL LTDA,"R$ 145,08","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6595557/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Divulgação da atividade parlamentar,COPYLINE SERVICOS GRAFICOS E COMUNICACAO VISUAL LTDA - ME,"R$ 18170,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6594025/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Passagens aéreas,AZUL LINHAS AÉREAS INTELIGENTES S.A,"R$ 1068,03","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Emissão bilhete aéreo,Cia Aérea - GOL,"R$ -1160,76","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Emissão bilhete aéreo,Cia Aérea - GOL,"R$ 1242,93","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Emissão bilhete aéreo,Cia Aérea - GOL,"R$ 1616,17","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6592174/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Combustíveis e lubrificantes,ALLPARK EMPREEND. PARTIC. E SERV. S/A,"R$ 76,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Emissão bilhete aéreo,Cia Aérea - GOL,"R$ 1220,31","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6585802/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Manutenção de escritório de apoio à atividade parlamentar,COPYLINE SERVICOS GRAFICOS E COMUNICACAO VISUAL LTDA - ME,"R$ 11200,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6585765/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Manutenção de escritório de apoio à atividade parlamentar,COMERCIO DE PAPEIS PAPELEX LTDA,"R$ 2662,55","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6583558/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Combustíveis e lubrificantes,POSTO DISBRAVE IMPERIAL LTDA,"R$ 141,34","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6601538/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Telefonia,CLARO S/A,"R$ 565,92","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Serviços postais,CORREIOS - CARTA REGISTRADA COM AR,"R$ 27,10","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Serviços postais,CORREIOS - CARTA REGISTRADA COM AR,"R$ 11,85","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6594004/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Telefonia,CLARO S.A.,"R$ 174,87","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6583565/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Manutenção de escritório de apoio à atividade parlamentar,LIMP PROD. E SERV. DE LIMPEZA LTDA ME,"R$ 190,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Serviços postais,CORREIOS - MALA DIRETA POSTAL BÁSICA,"R$ 271,95","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6623907/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Assinatura de publicações,Editora Globo S.A. PARQUE GRÁFICO,"R$ 139,90","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6579909/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Fornecimento de alimentação do parlamentar,ASS DOS SERVIDORES DA CAMARA DOS DEPUTADOS,"R$ 19,75","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Serviços postais,CORREIOS - CARTA REGISTRADA COM AR,"R$ 13,55","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Emissão bilhete aéreo,Cia Aérea - GOL,"R$ 710,17","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/0/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Serviços postais,CORREIOS - MALA DIRETA POSTAL BÁSICA,"R$ 289,10","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6575454/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Combustíveis e lubrificantes,POSTO DISBRAVE IMPERIAL LTDA,"R$ 170,00","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
"<a href=""/layers/#/documentId/6586572/""><img alt=""Ver no Jarbas"" src=""/static/favicon/favicon-16x16.png""/></a>",JAIR BOLSONARO,2018,Telefonia,CLARO S.A.,"R$ 442,33","<img alt=""False"" src=""/static/admin/img/icon-no.svg""/>"
